Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,388,329,392,359,353,373,437,481,824,888,536,720,902
Expenses+,370,295,352,320,317,330,391,421,700,810,566,697,818
Operating Profit,18,35,40,38,36,43,46,59,124,78,-30,23,84
OPM %,5%,11%,10%,11%,10%,11%,11%,12%,15%,9%,-6%,3%,9%
Other Income+,9,3,2,3,1,1,2,0,-1,6,2,1,1
Interest,25,30,30,31,26,22,18,14,13,20,32,30,31
Depreciation,8,9,9,8,9,9,9,7,7,9,12,11,9
Profit before tax,-6,-2,3,2,2,13,22,40,102,56,-72,-16,45
Tax %,-74%,-309%,51%,22%,32%,37%,30%,37%,22%,24%,-2%,-108%,
Net Profit+,-2,4,2,2,2,8,15,25,80,42,-70,1,64
EPS in Rs,-0.17,0.36,0.17,0.17,0.17,0.81,1.55,2.56,8.20,4.34,-7.27,0.14,6.60
Dividend Payout %,-30%,14%,29%,29%,30%,6%,13%,10%,4%,7%,0%,0%,
