Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,355,367,311,335,358,347,291,116,219,395,393,440,473
Expenses+,301,306,278,286,302,295,253,148,196,282,295,330,347
Operating Profit,55,60,33,49,56,51,38,-32,23,112,98,110,126
OPM %,15%,16%,11%,15%,16%,15%,13%,-28%,11%,29%,25%,25%,27%
Other Income+,-15,3,-6,5,4,104,7,7,7,11,11,3,7
Interest,31,32,32,32,31,27,24,22,22,20,17,17,16
Depreciation,35,33,24,25,28,28,28,29,26,23,24,33,35
Profit before tax,-26,-2,-28,-3,2,100,-6,-76,-18,80,68,63,81
Tax %,-6%,-125%,-29%,15%,136%,13%,3%,-29%,-29%,31%,26%,33%,
Net Profit+,-24,1,-12,5,6,92,-8,-71,-20,54,50,39,49
EPS in Rs,-1.27,0.09,-0.69,0.28,0.34,5.13,-0.46,-3.99,-1.13,3.04,2.78,2.20,2.77
Dividend Payout %,-43%,436%,-29%,0%,0%,10%,-43%,0%,0%,16%,18%,23%,
