Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,865,847,816,720,636,594,572,551,520,525,513,573,574
Expenses+,733,723,667,619,570,561,533,485,473,512,490,561,548
Operating Profit,132,124,148,101,66,33,39,66,46,13,23,12,26
OPM %,15%,15%,18%,14%,10%,6%,7%,12%,9%,3%,5%,2%,4%
Other Income+,-104,18,7,-6,11,27,25,15,13,6,20,-7,31
Interest,5,4,3,2,1,1,2,2,2,2,6,7,7
Depreciation,137,144,149,55,48,27,19,13,10,10,11,32,33
Profit before tax,-114,-6,3,38,28,31,43,66,47,7,27,-35,17
Tax %,16%,474%,973%,63%,59%,40%,37%,31%,31%,6%,42%,17%,
Net Profit+,-132,-32,-28,14,11,19,28,46,32,7,15,-41,8
EPS in Rs,-11.55,-2.96,-2.52,1.35,1.08,1.79,2.61,4.40,3.07,0.63,1.43,-3.78,0.81
Dividend Payout %,-13%,-51%,-59%,111%,140%,84%,57%,34%,49%,236%,0%,0%,
