Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,178,196,203,190,203,198,167,141,160,172,171,143,132
Expenses+,167,183,188,175,188,184,158,136,159,167,164,139,129
Operating Profit,12,14,15,15,15,14,9,5,1,5,6,3,3
OPM %,7%,7%,7%,8%,7%,7%,5%,4%,1%,3%,4%,2%,2%
Other Income+,1,1,1,1,3,1,2,2,4,2,3,5,5
Interest,5,6,6,6,5,7,6,6,6,7,7,7,7
Depreciation,5,6,6,6,7,8,6,6,4,4,5,5,5
Profit before tax,2,2,4,4,6,1,-1,-5,-6,-4,-1,-4,-4
Tax %,53%,20%,40%,32%,35%,-5%,7%,-29%,-35%,-23%,-18%,-26%,
Net Profit+,1,2,2,2,4,1,-1,-3,-4,-3,-1,-3,-3
EPS in Rs,1.28,2.38,2.95,3.08,3.73,0.99,-1.40,-3.47,-3.60,-3.39,-1.06,-2.78,-2.80
Dividend Payout %,78%,42%,42%,41%,34%,76%,-0%,-0%,-0%,-0%,-0%,-0%,
