Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"5,221","6,456","7,440","8,532","10,215","13,365","14,104","13,353","11,930","12,775","14,252","15,924","16,716"
Expenses+,"1,230","1,625","1,979","2,776","3,308","3,377","4,160","5,401","5,233","7,938","6,195","6,304","6,558"
Operating Profit,"3,991","4,831","5,461","5,756","6,907","9,988","9,944","7,952","6,697","4,837","8,057","9,621","10,157"
OPM %,76%,75%,73%,67%,68%,75%,70%,60%,56%,38%,57%,60%,61%
Other Income+,-5,16,8,26,49,-4,370,836,594,"2,795",474,16,12
Interest,"3,081","3,577","4,133","4,635","5,458","6,882","7,552","7,230","5,765","5,812","5,387","6,007","6,439"
Depreciation,80,96,83,67,52,50,82,86,103,111,115,139,169
Profit before tax,825,"1,175","1,253","1,079","1,446","3,052","2,680","1,472","1,423","1,709","3,029","3,491","3,562"
Tax %,28%,28%,32%,3%,12%,27%,37%,36%,26%,10%,24%,24%,
Net Profit+,595,855,857,"1,048","1,278","2,232","1,700",949,"1,049","1,536","2,317","2,643","2,697"
EPS in Rs,2.82,4.04,3.97,4.83,5.11,9.06,6.90,3.93,4.33,6.55,9.32,10.60,10.81
Dividend Payout %,22%,16%,16%,13%,16%,9%,11%,0%,12%,31%,27%,26%,
