Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,176,163,245,208,162,211,159,132,80,325,127,173,228
Expenses+,161,142,210,193,169,195,140,125,80,299,162,177,228
Operating Profit,14,21,36,15,-7,15,19,7,-0,26,-35,-4,0
OPM %,8%,13%,15%,7%,-4%,7%,12%,5%,-0%,8%,-27%,-2%,0%
Other Income+,-4,3,13,5,4,4,6,6,4,5,5,4,5
Interest,12,11,10,8,4,3,2,4,1,1,2,6,6
Depreciation,4,3,2,2,2,2,2,2,2,2,2,2,2
Profit before tax,-5,10,36,10,-9,15,21,7,2,27,-33,-7,-2
Tax %,79%,34%,18%,-1%,-2%,13%,25%,63%,-44%,29%,-3%,-21%,
Net Profit+,-9,7,30,10,-9,13,16,3,3,19,-32,-6,1
EPS in Rs,-40.65,12.65,87.90,32.74,-28.45,37.19,48.42,16.84,7.16,59.19,-104.29,-19.05,2.12
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,8%,0%,0%,
