Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,167","1,192","1,298","1,535","1,913","2,124","1,993","1,796","2,239","2,806","3,071","3,368","3,436"
Expenses+,"1,035","1,055","1,146","1,367","1,703","1,896","1,804","1,642","2,089","2,638","2,815","3,045","3,109"
Operating Profit,132,137,152,168,210,229,189,154,149,168,255,323,327
OPM %,11%,11%,12%,11%,11%,11%,9%,9%,7%,6%,8%,10%,10%
Other Income+,2,1,2,-24,6,6,62,11,9,20,14,20,24
Interest,37,39,42,48,41,42,36,16,11,7,12,11,11
Depreciation,77,79,87,88,92,79,90,92,102,110,117,128,128
Profit before tax,20,20,26,8,82,114,124,56,45,71,141,204,211
Tax %,-5%,0%,9%,-63%,26%,33%,32%,16%,28%,32%,31%,26%,
Net Profit+,21,20,24,13,61,76,85,47,32,48,98,151,156
EPS in Rs,3.47,3.34,3.99,2.20,10.10,11.69,13.00,7.26,4.98,7.35,14.96,23.08,23.97
Dividend Payout %,20%,21%,20%,23%,11%,11%,6%,10%,14%,14%,12%,11%,
