Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,52,59,41,24,21,35,19,1,1,1,0,12,20
Expenses+,46,54,40,25,32,31,17,3,4,40,4,30,33
Operating Profit,6,5,1,-1,-11,5,2,-2,-3,-40,-4,-18,-13
OPM %,11%,9%,2%,-5%,-55%,13%,12%,-304%,-297%,"-4,942%",-882%,-156%,-65%
Other Income+,0,0,5,7,15,-0,0,-2,-7,1,0,0,0
Interest,4,4,4,4,4,5,4,4,5,7,3,4,4
Depreciation,2,2,2,2,1,1,1,1,0,0,0,0,0
Profit before tax,0,-1,0,0,-2,-1,-3,-10,-15,-46,-7,-22,-17
Tax %,28%,15%,0%,25%,1%,2%,1%,0%,11%,-40%,14%,45%,
Net Profit+,0,-1,0,0,-2,-1,-3,-10,-16,-28,-8,-32,-26
EPS in Rs,0.02,-0.16,0.01,0.03,-0.43,-0.23,-0.53,-1.66,-2.87,-4.87,-1.31,-5.51,-4.59
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
