Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,326,363,327,361,446,571,408,301,505,496,577,544,562
Expenses+,326,337,304,351,440,562,426,301,509,487,555,521,549
Operating Profit,-0,26,23,10,6,9,-18,-0,-4,8,21,23,12
OPM %,-0%,7%,7%,3%,1%,2%,-4%,-0%,-1%,2%,4%,4%,2%
Other Income+,2,-47,-31,2,66,-19,44,22,29,14,2,-3,-4
Interest,30,30,12,1,1,2,2,0,0,8,13,17,18
Depreciation,17,9,8,8,8,8,8,9,9,10,10,11,11
Profit before tax,-47,-59,-29,4,64,-19,17,12,16,6,1,-7,-20
Tax %,-24%,28%,0%,75%,34%,16%,7%,7%,29%,36%,26%,-12%,
Net Profit+,-35,-76,-29,1,42,-22,16,12,12,4,0,-6,-16
EPS in Rs,-4.17,-8.93,-3.39,0.10,4.99,-2.54,1.87,1.36,1.36,0.42,0.06,-0.76,-1.91
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
