Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,4.52,6.52,4.55,4.49,6.63,2.95,2.75,15.03,7.96,3.59,14.86,7.69,13.98
Expenses+,3.37,1.10,1.10,1.24,1.86,3.34,12.36,1.37,1.53,3.25,1.90,5.03,12.57
Operating Profit,1.15,5.42,3.45,3.25,4.77,-0.39,-9.61,13.66,6.43,0.34,12.96,2.66,1.41
OPM %,25.44%,83.13%,75.82%,72.38%,71.95%,-13.22%,-349.45%,90.88%,80.78%,9.47%,87.21%,34.59%,10.09%
Other Income+,0.28,0.36,0.38,0.00,0.02,0.55,0.56,0.47,0.01,0.01,0.03,0.02,0.02
Interest,0.00,0.04,0.00,0.00,0.00,0.03,0.02,0.01,0.04,0.03,0.01,0.04,0.04
Depreciation,0.08,0.07,0.07,0.06,0.05,0.14,0.13,0.13,0.15,0.14,0.17,0.21,0.20
Profit before tax,1.35,5.67,3.76,3.19,4.74,-0.01,-9.20,13.99,6.25,0.18,12.81,2.43,1.19
Tax %,0.00%,11.82%,3.46%,1.25%,2.53%,"-6,400.00%",-28.48%,34.60%,8.80%,-205.56%,18.97%,-47.33%,
Net Profit+,1.35,5.00,3.63,3.15,4.62,0.62,-6.59,9.15,5.71,0.55,10.38,3.58,2.54
EPS in Rs,4.50,16.67,12.10,10.50,15.40,2.07,-21.97,30.50,19.03,1.83,34.60,11.93,8.47
Dividend Payout %,40.00%,18.00%,28.93%,33.33%,25.97%,0.00%,-9.10%,9.84%,15.76%,109.09%,11.56%,25.14%,
