Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,179,187,198,229,211,225,171,251,281,304,339,303,295
Expenses+,161,170,183,214,194,207,166,226,257,279,308,273,265
Operating Profit,18,17,15,15,17,18,5,25,24,25,31,30,29
OPM %,10%,9%,7%,6%,8%,8%,3%,10%,9%,8%,9%,10%,10%
Other Income+,1,1,1,3,2,1,2,1,5,1,3,2,2
Interest,7,7,6,8,9,13,13,12,11,12,15,17,17
Depreciation,5,7,7,6,7,6,8,10,9,9,10,10,10
Profit before tax,7,5,3,3,3,-0,-14,4,9,5,9,5,5
Tax %,23%,25%,90%,114%,87%,"-1,175%",-5%,-15%,38%,45%,18%,-41%,
Net Profit+,5,4,1,-0,0,2,-13,5,6,3,7,7,7
EPS in Rs,4.56,2.82,1.10,1.24,1.96,2.67,-8.62,3.20,3.78,1.64,4.68,4.53,4.49
Dividend Payout %,22%,35%,91%,81%,51%,37%,-0%,31%,26%,61%,26%,26%,
