Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,125","1,313","1,356","1,541","1,768","2,133","2,107","1,525","2,266","2,895","3,131","3,227","3,339"
Expenses+,"1,035","1,195","1,208","1,387","1,562","1,959","1,937","1,432","2,094","2,673","2,858","2,916","3,015"
Operating Profit,90,118,148,154,206,175,169,93,171,221,273,310,324
OPM %,8%,9%,11%,10%,12%,8%,8%,6%,8%,8%,9%,10%,10%
Other Income+,4,3,3,8,29,25,20,39,17,33,40,37,38
Interest,26,36,38,62,67,75,83,80,78,91,115,120,128
Depreciation,19,18,19,25,29,28,43,48,54,65,66,69,71
Profit before tax,48,67,94,75,138,97,63,4,56,98,131,158,163
Tax %,36%,35%,38%,33%,34%,31%,15%,22%,25%,23%,25%,25%,
Net Profit+,31,43,58,50,90,67,53,3,42,75,98,119,125
EPS in Rs,2.15,2.98,3.64,2.87,7.43,5.52,3.65,0.18,2.94,5.59,7.29,8.84,9.26
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
