Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,1.65,0.57,0.12,5.57,1.11,2.95,2.36,8.74,2.72,1.96,3.24,3.69,3.95
Expenses+,0.30,0.38,0.37,0.44,0.47,0.57,0.66,0.63,0.69,0.90,0.89,0.89,1.19
Operating Profit,1.35,0.19,-0.25,5.13,0.64,2.38,1.70,8.11,2.03,1.06,2.35,2.80,2.76
OPM %,81.82%,33.33%,-208.33%,92.10%,57.66%,80.68%,72.03%,92.79%,74.63%,54.08%,72.53%,75.88%,69.87%
Other Income+,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,0.01,0.02,0.17
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.01,0.00,0.00,0.00
Depreciation,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Profit before tax,1.33,0.20,-0.25,5.13,0.64,2.38,1.71,8.05,2.01,1.07,2.36,2.82,2.93
Tax %,10.53%,5.00%,0.00%,20.86%,25.00%,31.09%,22.22%,18.51%,21.89%,13.08%,24.15%,16.67%,
Net Profit+,1.19,0.19,-0.25,4.06,0.48,1.64,1.33,6.55,1.57,0.94,1.79,2.35,2.36
EPS in Rs,1.32,0.21,-0.28,4.51,0.53,1.82,1.48,7.28,1.75,1.05,1.99,2.61,2.62
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
