Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,699,730,822,868,"1,008","1,174","1,134","1,019","1,560","1,398",924,887,889
Expenses+,581,647,726,783,911,"1,057","1,038",940,"1,393","1,346",894,823,805
Operating Profit,118,83,96,85,97,117,96,78,167,53,30,65,84
OPM %,17%,11%,12%,10%,10%,10%,8%,8%,11%,4%,3%,7%,9%
Other Income+,1,3,1,3,6,9,18,4,6,6,27,11,0
Interest,38,38,38,44,60,67,72,62,53,58,49,45,44
Depreciation,35,28,30,30,31,34,33,33,34,35,30,26,26
Profit before tax,46,20,29,15,11,25,10,-12,86,-33,-22,5,14
Tax %,31%,33%,33%,22%,15%,6%,41%,-14%,34%,-32%,-35%,-34%,
Net Profit+,32,13,20,12,10,24,6,-10,56,-23,-14,7,9
EPS in Rs,3.97,1.66,2.45,1.44,1.10,2.63,0.30,-1.38,6.56,-3.70,-2.75,0.90,1.08
Dividend Payout %,10%,18%,13%,25%,29%,12%,0%,0%,7%,0%,0%,0%,
