Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,570","1,814","1,290","1,161","1,006",677,321,263,136,97,59,66,48
Expenses+,"2,121","1,453","1,050",989,"1,021",678,359,293,140,111,94,117,71
Operating Profit,450,361,239,172,-15,-1,-38,-30,-4,-14,-36,-51,-23
OPM %,18%,20%,19%,15%,-2%,-0%,-12%,-11%,-3%,-15%,-61%,-77%,-49%
Other Income+,8,8,-12,-119,-370,-737,-70,-105,-50,-61,3,16,16
Interest,244,297,337,389,476,601,631,745,841,"1,103","1,135","1,385","1,462"
Depreciation,77,77,42,36,67,98,92,30,25,23,7,6,6
Profit before tax,137,-5,-151,-370,-928,"-1,437",-831,-910,-920,"-1,202","-1,175","-1,426","-1,475"
Tax %,43%,359%,6%,-4%,5%,0%,0%,0%,0%,0%,0%,0%,
Net Profit+,78,-22,-160,-355,-974,"-1,440",-831,-910,-920,"-1,202","-1,175","-1,426","-1,475"
EPS in Rs,39.40,-5.49,-58.32,-132.46,-371.28,-553.81,-316.25,-339.95,-352.43,-450.53,-457.07,-555.02,-574.07
Dividend Payout %,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
