Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,441,411,410,372,478,666,496,484,531,736,816,753,793
Expenses+,406,373,383,349,453,649,484,469,515,718,797,732,770
Operating Profit,35,39,27,23,25,17,12,15,17,18,19,21,23
OPM %,8%,9%,7%,6%,5%,3%,2%,3%,3%,2%,2%,3%,3%
Other Income+,1,1,1,1,1,1,0,0,0,0,2,1,1
Interest,26,20,19,17,15,9,5,4,6,5,6,4,3
Depreciation,4,3,3,4,4,4,6,6,6,6,6,5,5
Profit before tax,6,16,5,3,7,5,1,5,6,7,10,13,15
Tax %,28%,32%,54%,34%,30%,28%,23%,34%,40%,31%,40%,6%,
Net Profit+,4,11,2,2,5,4,1,4,4,5,6,12,15
EPS in Rs,0.93,2.30,0.49,0.49,1.04,0.81,0.22,0.78,0.76,1.05,1.28,2.67,3.13
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
