Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,94,97,177,239,253,218,150,181,267,290,300,300,304
Expenses+,84,82,151,214,212,197,131,158,233,257,269,269,273
Operating Profit,11,15,26,25,41,21,19,24,34,33,31,32,31
OPM %,11%,16%,15%,11%,16%,10%,13%,13%,13%,11%,10%,11%,10%
Other Income+,1,1,-4,2,2,0,1,2,3,5,5,3,2
Interest,2,4,5,4,3,4,4,2,4,5,4,2,2
Depreciation,1,2,2,2,2,1,2,2,3,3,3,3,4
Profit before tax,8,10,15,21,39,16,14,21,30,30,29,30,28
Tax %,28%,27%,15%,14%,26%,27%,33%,31%,32%,33%,37%,26%,
Net Profit+,6,7,13,18,29,12,9,15,20,20,18,22,20
EPS in Rs,3.32,3.90,7.14,10.00,15.81,6.05,4.85,7.74,10.47,10.59,9.39,11.58,10.92
Dividend Payout %,0%,0%,28%,20%,13%,0%,0%,13%,10%,9%,11%,9%,
