Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,973,"1,230","1,089","1,652","2,118","2,752","3,963","3,031","4,206","6,927","6,729","9,973","10,983"
Expenses+,899,"1,128",975,"1,521","1,934","2,538","3,650","2,804","3,928","6,505","6,238","9,237","10,218"
Operating Profit,74,102,114,131,184,214,313,226,278,422,491,736,765
OPM %,8%,8%,10%,8%,9%,8%,8%,7%,7%,6%,7%,7%,7%
Other Income+,7,7,3,9,9,9,6,28,30,49,54,71,80
Interest,32,43,53,64,54,25,43,42,46,112,167,209,249
Depreciation,18,26,31,40,49,62,85,92,108,139,187,228,249
Profit before tax,31,40,33,36,89,136,191,120,154,220,191,370,348
Tax %,27%,29%,26%,38%,30%,30%,14%,31%,28%,25%,27%,32%,
Net Profit+,22,29,24,22,62,95,164,83,111,164,139,251,229
EPS in Rs,9.96,13.26,11.10,9.30,19.81,29.78,50.37,24.22,32.41,46.66,39.44,72.01,66.24
Dividend Payout %,0%,0%,0%,23%,0%,0%,6%,0%,0%,0%,0%,0%,
