Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,59,62,65,82,90,107,129,185,490,981,815,"1,058","1,440"
Expenses+,48,56,52,60,69,78,94,143,384,772,719,912,"1,246"
Operating Profit,10,6,12,21,21,29,35,42,107,210,96,145,194
OPM %,18%,10%,19%,26%,23%,28%,27%,23%,22%,21%,12%,14%,13%
Other Income+,0,6,0,4,0,0,0,0,0,5,11,11,13
Interest,3,3,3,5,5,4,3,4,8,16,26,28,25
Depreciation,2,3,4,7,8,10,10,9,18,22,29,34,35
Profit before tax,5,6,6,13,7,16,21,29,81,176,52,95,147
Tax %,33%,32%,-55%,11%,30%,27%,31%,29%,30%,29%,52%,39%,
Net Profit+,4,4,9,12,5,11,15,20,57,124,25,57,91
EPS in Rs,0.51,0.56,1.05,1.34,0.58,1.30,1.69,2.31,6.51,14.18,2.83,6.56,10.37
Dividend Payout %,0%,0%,0%,9%,21%,10%,7%,5%,2%,2%,18%,8%,
