Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,118","2,042","1,944","2,112","2,374","2,689","2,599","2,632","3,325","4,654","4,702","4,894","4,990"
Expenses+,"1,862","1,808","1,636","1,777","1,975","2,250","2,199","2,166","2,784","3,999","3,961","4,178","4,389"
Operating Profit,256,234,308,336,400,439,400,466,540,655,741,717,601
OPM %,12%,11%,16%,16%,17%,16%,15%,18%,16%,14%,16%,15%,12%
Other Income+,18,112,39,41,37,46,62,32,56,136,118,-23,-10
Interest,28,25,23,18,9,8,6,4,6,24,18,14,15
Depreciation,91,100,87,96,106,108,105,99,115,187,191,212,230
Profit before tax,154,220,237,262,322,369,351,395,477,580,650,468,346
Tax %,38%,37%,34%,30%,32%,33%,22%,26%,27%,24%,27%,36%,
Net Profit+,95,138,155,184,220,248,275,293,350,442,476,299,202
EPS in Rs,4.87,7.05,7.65,9.27,11.41,13.09,14.38,15.00,17.56,21.80,24.24,15.37,10.52
Dividend Payout %,26%,18%,20%,19%,20%,21%,19%,20%,20%,16%,16%,26%,
