Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,453,390,503,502,520,578,618,609,675,809,"1,018","1,188","1,250"
Expenses+,394,331,435,436,451,514,539,524,590,722,898,"1,052","1,101"
Operating Profit,59,59,68,65,69,63,79,85,84,87,120,136,149
OPM %,13%,15%,14%,13%,13%,11%,13%,14%,12%,11%,12%,11%,12%
Other Income+,7,7,10,13,18,17,5,7,7,6,7,5,14
Interest,38,41,39,38,39,42,41,39,39,37,33,26,24
Depreciation,20,20,19,17,22,23,24,22,20,19,16,18,22
Profit before tax,8,6,20,24,25,15,19,30,32,37,78,97,117
Tax %,18%,29%,36%,24%,19%,15%,31%,33%,29%,20%,29%,24%,
Net Profit+,6,4,13,18,21,13,13,20,23,30,56,74,90
EPS in Rs,0.43,0.35,1.06,1.53,1.72,1.01,1.29,1.74,2.09,2.70,4.97,6.34,7.21
Dividend Payout %,28%,0%,23%,20%,29%,49%,29%,36%,36%,46%,30%,47%,
