Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,84,92,91,98,114,123,81,114,137,167,171,173,180
Expenses+,57,69,64,65,73,77,57,69,88,107,107,104,106
Operating Profit,26,23,27,33,41,46,24,45,49,61,64,68,73
OPM %,31%,25%,30%,34%,36%,37%,30%,39%,36%,36%,38%,40%,41%
Other Income+,8,4,3,10,8,8,6,6,5,5,12,12,17
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,5,5,5,4,4,4,4,3,3,3,3,3,3
Profit before tax,29,23,25,38,45,50,26,48,50,63,73,77,86
Tax %,41%,31%,26%,19%,26%,22%,18%,24%,24%,25%,24%,24%,
Net Profit+,17,16,19,31,34,39,21,36,39,47,56,59,66
EPS in Rs,11.78,10.75,12.62,20.96,24.29,27.96,16.54,27.98,31.74,38.96,45.74,48.28,54.29
Dividend Payout %,64%,70%,59%,43%,37%,32%,54%,32%,32%,31%,28%,31%,
