Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,7,30,18,16,21,42,28,31,88,92,110,115,118
Expenses+,6,28,16,14,18,35,25,28,78,77,97,100,104
Operating Profit,1,3,2,2,3,7,2,3,11,15,13,15,14
OPM %,9%,9%,9%,12%,15%,17%,9%,9%,12%,16%,12%,13%,12%
Other Income+,0,0,0,0,0,0,0,0,1,2,1,1,2
Interest,0,1,1,0,0,0,1,0,1,1,1,2,2
Depreciation,0,1,1,1,1,1,2,2,2,3,3,4,5
Profit before tax,0,1,0,1,2,6,0,1,8,13,9,11,9
Tax %,,26%,32%,30%,28%,28%,27%,27%,26%,25%,26%,25%,
Net Profit+,-0,1,0,0,2,4,0,0,6,9,7,8,7
EPS in Rs,-0.01,0.62,0.15,0.44,0.19,0.51,0.03,0.04,0.63,0.96,0.64,0.66,0.61
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,3%,0%,0%,0%,
