Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,455","1,280","1,303","1,559","2,067","1,414",683,988,"1,118",657,670,566,603
Expenses+,"1,344","1,264","1,322","1,501","2,027","1,440",733,984,"1,101",649,665,535,566
Operating Profit,111,16,-19,58,40,-26,-50,4,18,9,5,31,37
OPM %,8%,1%,-1%,4%,2%,-2%,-7%,0%,2%,1%,1%,6%,6%
Other Income+,-24,-7,18,18,55,16,12,"-1,056",1,"1,750",2,-468,-468
Interest,163,229,485,47,34,19,20,17,21,25,30,31,31
Depreciation,75,77,146,163,151,133,134,128,85,73,49,49,43
Profit before tax,-150,-297,-632,-133,-90,-162,-192,"-1,197",-87,"1,660",-72,-517,-505
Tax %,-4%,2%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
Net Profit+,-144,-303,-659,-133,-90,-162,-192,"-1,197",-87,"1,660",-72,-517,-505
EPS in Rs,-13.44,-24.81,-57.64,-12.29,-7.56,-13.96,-16.57,-103.40,-7.53,143.39,-6.21,-44.61,-43.64
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
