Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,678,714,755,766,753,788,831,613,888,"1,099","1,245","1,356","1,405"
Expenses+,587,630,675,686,678,706,743,572,768,947,"1,050","1,112","1,147"
Operating Profit,91,85,80,79,74,82,87,41,120,152,195,245,258
OPM %,13%,12%,11%,10%,10%,10%,11%,7%,14%,14%,16%,18%,18%
Other Income+,1,1,1,-0,-1,-1,-0,-0,-3,9,16,22,26
Interest,10,8,7,8,9,7,6,3,3,4,4,6,6
Depreciation,28,28,35,31,31,30,33,33,35,39,40,44,43
Profit before tax,54,50,39,41,34,45,48,4,79,117,166,216,234
Tax %,35%,34%,37%,36%,38%,36%,9%,46%,26%,26%,25%,26%,
Net Profit+,35,32,24,26,21,28,44,2,59,86,124,161,175
EPS in Rs,3.87,3.54,2.66,2.86,2.30,3.10,4.76,0.25,6.39,9.40,13.52,17.56,19.06
Dividend Payout %,47%,51%,68%,63%,65%,52%,0%,0%,39%,32%,33%,26%,
