Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,370,380,480,387,446,588,534,589,545,732,867,722,689
Expenses+,345,360,442,357,416,558,489,522,505,740,807,694,670
Operating Profit,25,20,38,30,30,29,45,67,39,-8,59,28,19
OPM %,7%,5%,8%,8%,7%,5%,8%,11%,7%,-1%,7%,4%,3%
Other Income+,1,1,2,1,3,2,1,1,8,3,3,4,3
Interest,14,13,17,13,13,15,17,11,14,17,20,23,22
Depreciation,5,5,4,5,6,6,7,7,8,9,12,14,15
Profit before tax,7,4,18,12,14,10,21,49,25,-30,30,-6,-15
Tax %,40%,41%,41%,35%,34%,40%,11%,26%,20%,-24%,28%,-30%,
Net Profit+,4,2,11,8,9,6,18,36,20,-23,22,-4,-11
EPS in Rs,0.88,0.42,2.17,1.64,1.85,1.21,3.73,7.27,4.02,-4.64,4.42,-0.84,-2.26
Dividend Payout %,17%,0%,8%,9%,8%,12%,4%,3%,5%,0%,5%,0%,
