Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,194,214,264,260,271,283,270,301,743,903,965,"1,025","1,032"
Expenses+,155,177,210,219,231,230,217,231,618,703,816,859,882
Operating Profit,40,37,54,41,40,53,53,70,124,200,149,166,151
OPM %,20%,17%,20%,16%,15%,19%,20%,23%,17%,22%,15%,16%,15%
Other Income+,10,2,6,1,13,6,8,5,6,16,7,16,27
Interest,2,2,0,0,0,0,1,1,1,2,3,3,3
Depreciation,6,5,4,5,6,6,6,6,19,28,34,39,38
Profit before tax,42,32,56,37,48,54,54,68,110,186,120,139,137
Tax %,29%,32%,34%,36%,33%,32%,26%,26%,39%,28%,24%,26%,
Net Profit+,30,22,37,24,32,36,40,50,68,134,90,103,100
EPS in Rs,29.26,20.53,34.68,22.29,29.86,33.79,38.92,49.20,66.01,130.59,58.27,66.52,64.30
Dividend Payout %,31%,117%,69%,108%,80%,0%,0%,0%,0%,6%,0%,75%,
