Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,555,758,399,275,192,910,"1,189",357,897,438,460,254,229
Expenses+,346,434,310,202,213,962,"1,133",373,951,546,539,266,249
Operating Profit,209,325,89,73,-22,-52,56,-16,-55,-107,-79,-12,-19
OPM %,38%,43%,22%,26%,-11%,-6%,5%,-5%,-6%,-25%,-17%,-5%,-8%
Other Income+,18,-452,36,28,16,14,77,71,19,-86,93,170,240
Interest,175,180,186,234,324,335,481,433,395,393,464,444,463
Depreciation,13,5,29,28,30,29,27,37,59,66,57,52,50
Profit before tax,39,-313,-90,-161,-360,-402,-375,-415,-490,-652,-507,-338,-292
Tax %,58%,-64%,-45%,-8%,-10%,-9%,-3%,3%,1%,23%,17%,3%,
Net Profit+,16,-113,-49,-149,-324,-367,-363,-428,-494,-801,-594,-347,-306
EPS in Rs,0.37,-2.47,-0.85,-3.32,-7.29,-8.35,-7.96,-9.82,-11.31,-18.41,-13.65,-7.94,-6.98
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
