Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,926,303,243,952,888,857,560,614,513,362,565,853,809
Expenses+,647,169,219,606,522,479,392,477,418,298,447,667,566
Operating Profit,279,134,24,346,367,378,167,137,95,64,118,186,243
OPM %,30%,44%,10%,36%,41%,44%,30%,22%,19%,18%,21%,22%,30%
Other Income+,13,14,16,5,9,35,20,11,22,35,55,51,49
Interest,17,18,17,46,42,41,81,85,78,86,68,41,55
Depreciation,1,2,2,2,2,2,4,5,7,9,10,13,13
Profit before tax,273,128,21,303,332,370,103,58,33,4,95,183,224
Tax %,33%,37%,-30%,29%,32%,35%,27%,28%,23%,69%,25%,18%,
Net Profit+,183,81,27,216,224,241,75,42,25,1,71,150,175
EPS in Rs,11.99,5.41,1.82,16.20,14.64,15.55,5.06,2.86,1.71,0.10,4.84,10.26,11.96
Dividend Payout %,1%,2%,52%,9%,10%,9%,28%,50%,84%,"1,495%",31%,15%,
