Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,314,21,"1,412",0,0,1,0,0,0,8,20,2,2
Expenses+,342,22,"1,188",5,0,1,1,0,0,0,0,0,0
Operating Profit,-28,-1,223,-5,-0,-0,-0,-0,-0,7,20,2,2
OPM %,-9%,-7%,16%,,,-10%,-308%,-24%,-167%,94%,98%,84%,84%
Other Income+,9,6,13,5,-0,2,0,0,638,164,250,229,234
Interest,94,60,750,1,0,4,4,5,5,6,4,5,5
Depreciation,3,5,169,0,0,0,0,0,0,0,0,0,0
Profit before tax,-116,-61,-684,-0,-1,-2,-5,-5,632,166,266,226,231
Tax %,-10%,1%,-43%,400%,7%,26%,-28%,-9%,-0%,-1%,0%,-0%,
Net Profit+,-105,-63,-355,-0,-2,-3,-3,-4,634,167,266,226,231
EPS in Rs,-84.25,-29.90,-205.00,-0.04,-2.33,-2.83,-3.30,-4.33,615.25,162.29,257.82,219.36,224.17
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
