Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,0.20,0.03,0.00,6.02,48.55,54.60,78.33,45.24,76.40,73.11,71.71,66.23,43.18
Expenses+,0.18,0.25,0.26,7.43,46.48,51.57,70.69,44.06,61.85,61.95,65.60,55.57,38.14
Operating Profit,0.02,-0.22,-0.26,-1.41,2.07,3.03,7.64,1.18,14.55,11.16,6.11,10.66,5.04
OPM %,10.00%,-733.33%,,-23.42%,4.26%,5.55%,9.75%,2.61%,19.04%,15.26%,8.52%,16.10%,11.67%
Other Income+,0.00,0.01,0.25,0.99,0.98,0.71,0.44,0.32,1.53,3.57,6.10,3.55,4.05
Interest,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.23,0.01,0.06,0.01,0.00
Depreciation,0.01,0.01,0.00,0.00,0.04,0.13,0.30,0.38,0.41,0.41,0.37,0.37,0.39
Profit before tax,0.01,-0.22,-0.01,-0.42,3.01,3.59,7.76,1.11,15.44,14.31,11.78,13.83,8.70
Tax %,300.00%,-31.82%,-100.00%,-54.76%,44.52%,15.60%,12.50%,-19.82%,16.58%,16.56%,33.02%,24.08%,
Net Profit+,-0.01,-0.15,0.00,-0.19,1.67,3.04,6.78,1.33,12.88,11.95,7.90,10.51,6.78
EPS in Rs,-0.00,-0.04,0.00,-0.05,0.47,0.86,1.91,0.37,3.63,3.37,2.11,2.72,1.80
Dividend Payout %,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
