Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,244,302,262,295,326,455,399,442,563,597,647,661,664
Expenses+,227,279,239,267,298,421,357,389,523,555,578,592,596
Operating Profit,17,23,23,28,28,34,42,53,40,42,69,69,67
OPM %,7%,8%,9%,10%,9%,7%,10%,12%,7%,7%,11%,10%,10%
Other Income+,0,-0,0,1,4,3,1,5,5,3,3,1,1
Interest,10,10,8,6,7,8,9,10,9,10,13,10,9
Depreciation,2,2,2,2,3,3,3,4,4,5,5,6,6
Profit before tax,5,10,14,21,23,26,30,44,32,30,54,55,53
Tax %,39%,38%,34%,30%,36%,36%,19%,26%,26%,24%,26%,25%,
Net Profit+,3,6,9,15,15,16,25,33,24,23,40,41,40
EPS in Rs,0.60,1.14,1.64,2.69,2.68,2.99,4.47,5.92,4.34,4.16,7.24,7.45,7.23
Dividend Payout %,17%,9%,24%,11%,11%,10%,7%,0%,9%,12%,7%,7%,
