Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,170,177,49,48,96,52,67,55,57,651,184,204,190
Expenses+,157,169,29,33,30,32,40,50,60,70,74,68,78
Operating Profit,13,8,19,15,66,21,27,5,-3,580,109,136,112
OPM %,7%,5%,39%,31%,68%,39%,41%,9%,-5%,89%,60%,67%,59%
Other Income+,4,1,0,1,0,40,36,16,36,8,1,0,0
Interest,11,7,9,9,8,8,10,11,14,11,24,21,19
Depreciation,3,3,1,1,1,3,3,3,3,4,5,4,4
Profit before tax,3,-1,10,6,57,49,50,7,15,573,83,111,89
Tax %,374%,778%,-14%,15%,11%,7%,10%,60%,20%,31%,25%,19%,
Net Profit+,11,23,37,39,95,45,45,3,12,396,62,90,66
EPS in Rs,3.89,8.56,14.25,14.62,36.08,16.82,15.92,1.05,4.25,139.14,21.14,31.11,23.05
Dividend Payout %,9%,4%,2%,3%,1%,3%,3%,48%,12%,1%,5%,3%,
