Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,74,70,52,37,36,42,43,50,61,93,93,89,90
Expenses+,67,64,52,38,35,41,42,50,62,91,93,92,97
Operating Profit,7,5,-0,-1,1,1,1,0,-1,2,-0,-3,-7
OPM %,9%,8%,-1%,-3%,2%,1%,2%,0%,-2%,2%,-0%,-3%,-7%
Other Income+,2,1,0,0,0,0,0,0,3,1,1,19,33
Interest,0,0,0,0,0,0,0,0,0,1,1,1,2
Depreciation,5,5,5,0,0,0,0,0,0,1,2,2,4
Profit before tax,3,2,-5,-1,0,0,0,-0,1,2,-2,13,21
Tax %,38%,275%,-76%,-92%,-788%,729%,286%,427%,42%,72%,33%,24%,
Net Profit+,2,-3,-1,-0,2,-1,-0,-1,1,0,-2,10,16
EPS in Rs,1.04,-1.45,-0.64,-0.06,0.81,-0.47,-0.07,-0.30,0.15,0.13,-0.63,2.86,4.46
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
