Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,596,719,715,742,964,"1,043",846,925,"1,571","1,617","1,445","1,393","1,315"
Expenses+,534,605,575,582,695,750,668,793,"1,284","1,364","1,250","1,255","1,203"
Operating Profit,62,114,140,160,269,293,178,132,288,253,195,137,111
OPM %,10%,16%,20%,22%,28%,28%,21%,14%,18%,16%,14%,10%,8%
Other Income+,9,3,3,9,11,10,9,14,2,6,39,32,31
Interest,17,17,9,2,1,1,1,1,1,1,2,2,2
Depreciation,19,14,15,20,24,24,34,37,48,56,53,54,54
Profit before tax,35,86,119,147,255,278,152,107,241,202,180,114,87
Tax %,32%,34%,34%,34%,33%,33%,14%,17%,27%,26%,26%,10%,
Net Profit+,24,57,78,97,170,185,131,88,176,149,133,103,63
EPS in Rs,1.48,3.55,4.87,5.94,10.33,11.17,7.89,5.32,10.57,8.95,7.98,6.16,3.77
Dividend Payout %,40%,28%,25%,30%,24%,22%,32%,38%,28%,34%,38%,32%,
