Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,60,51,57,84,87,105,96,98,100,135,123,117,126
Expenses+,56,48,52,80,83,94,88,86,94,122,108,102,110
Operating Profit,4,3,5,4,3,11,9,11,6,13,15,15,16
OPM %,7%,6%,9%,5%,4%,11%,9%,12%,6%,9%,12%,13%,13%
Other Income+,1,2,0,3,3,2,0,1,2,0,0,0,0
Interest,1,0,0,0,0,0,0,1,0,1,1,1,1
Depreciation,1,1,1,1,1,2,2,3,3,3,3,3,4
Profit before tax,3,3,4,6,5,11,6,8,5,9,12,11,12
Tax %,46%,44%,30%,41%,37%,23%,28%,35%,39%,31%,20%,29%,
Net Profit+,4,4,4,4,3,6,3,5,3,4,9,-4,-3
EPS in Rs,2.23,2.03,2.25,2.03,1.77,3.66,1.72,3.00,2.19,2.69,5.65,-2.27,-2.04
Dividend Payout %,22%,25%,22%,25%,28%,14%,580%,17%,23%,19%,9%,-22%,
