Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,385,426,402,442,351,359,393,329,319,290,346,310,281
Expenses+,335,447,383,383,392,313,387,328,305,284,326,299,286
Operating Profit,50,-20,19,59,-41,47,5,0,14,5,19,12,-4
OPM %,13%,-5%,5%,13%,-12%,13%,1%,0%,4%,2%,6%,4%,-2%
Other Income+,8,11,13,36,62,16,14,48,16,85,77,31,11
Interest,5,4,7,12,15,20,22,24,20,14,11,9,8
Depreciation,12,11,11,10,9,9,8,6,5,6,6,6,6
Profit before tax,41,-25,14,74,-3,34,-11,17,5,70,79,28,-7
Tax %,20%,-43%,13%,22%,-483%,52%,-42%,-36%,31%,17%,16%,49%,
Net Profit+,33,-14,12,57,12,16,-6,23,4,58,66,14,-21
EPS in Rs,2.92,-1.23,1.05,5.04,1.01,1.44,-0.55,2.05,0.32,5.13,5.83,1.27,-1.81
Dividend Payout %,29%,-8%,24%,18%,10%,7%,-18%,5%,32%,4%,3%,8%,
