Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"5,027","5,654","5,223","5,012","5,508","6,194","5,956","5,587","6,306","7,361","7,427","7,310","7,485"
Expenses+,"4,840","5,293","4,873","4,651","5,057","5,586","5,409","4,958","5,829","6,987","6,930","6,885","7,031"
Operating Profit,186,362,350,361,451,609,547,629,478,374,497,425,455
OPM %,4%,6%,7%,7%,8%,10%,9%,11%,8%,5%,7%,6%,6%
Other Income+,165,92,144,93,67,18,23,37,109,35,292,293,286
Interest,280,296,286,221,232,226,258,217,193,197,201,230,215
Depreciation,200,165,184,192,184,200,251,293,310,390,414,483,508
Profit before tax,-129,-7,24,42,101,201,62,157,84,-178,174,5,18
Tax %,-34%,-167%,-6%,66%,45%,46%,119%,10%,48%,-11%,7%,-900%,
Net Profit+,-85,5,25,14,55,110,-12,140,44,-158,162,45,58
EPS in Rs,-1.71,0.05,0.06,-0.04,0.84,2.31,0.20,3.40,1.82,-2.05,3.60,1.59,1.80
Dividend Payout %,0%,0%,0%,0%,0%,22%,501%,0%,0%,0%,0%,0%,
