Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"1,438","1,822","2,392","3,347","5,195","7,017","9,281","9,301","10,679","13,670","16,986","18,074","19,131"
Interest,300,378,436,528,712,"1,009","1,301","1,043","1,027","1,648","2,595","3,178","3,197"
Expenses+,918,"1,255","1,617","2,366","3,715","4,887","6,618","7,223","7,953","9,444","11,460","12,731","13,872"
Financing Profit,220,189,339,452,769,"1,121","1,362","1,034","1,699","2,579","2,931","2,164","2,062"
Financing Margin %,15%,10%,14%,14%,15%,16%,15%,11%,16%,19%,17%,12%,11%
Other Income+,74,82,100,124,175,270,471,413,622,615,498,563,640
Depreciation,1,1,1,5,24,55,104,123,149,164,197,147,117
Profit before tax,293,271,438,572,919,"1,335","1,730","1,324","2,172","3,031","3,232","2,581","2,584"
Tax %,0%,1%,35%,35%,35%,35%,28%,26%,26%,25%,25%,26%,
Net Profit+,293,267,284,373,601,865,"1,245",985,"1,616","2,258","2,408","1,916","1,918"
EPS in Rs,3.73,3.40,3.62,4.75,7.66,10.33,13.26,10.47,17.14,23.87,25.32,20.14,20.15
Dividend Payout %,0%,15%,28%,21%,0%,10%,8%,0%,15%,10%,10%,12%,
