Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"5,175","6,903","10,299","10,396","9,593","8,201","7,562","7,934","7,503","7,514","7,893","7,583","7,476"
Expenses+,"3,258","4,317","5,884","5,889","5,199","4,268","4,536","4,359","4,768","5,628","6,733","5,441","5,454"
Operating Profit,"1,917","2,587","4,414","4,506","4,393","3,934","3,027","3,575","2,735","1,886","1,160","2,142","2,023"
OPM %,37%,37%,43%,43%,46%,48%,40%,45%,36%,25%,15%,28%,27%
Other Income+,370,298,323,496,276,"-2,823","-3,384",486,192,"1,296",499,"3,871","3,967"
Interest,684,"1,074","2,683","2,843","2,926","3,206","3,054","2,539","2,721","2,504","2,451","2,056","1,931"
Depreciation,364,524,701,734,759,838,836,"1,083","1,077","1,017","1,062",910,866
Profit before tax,"1,239","1,286","1,353","1,425",984,"-2,934","-4,248",439,-871,-339,"-1,854","3,048","3,193"
Tax %,17%,20%,34%,23%,15%,1%,1%,-3%,5%,19%,12%,3%,
Net Profit+,"1,027","1,028",895,"1,104",840,"-2,952","-4,271",454,-915,-403,"-2,068","2,948","3,090"
EPS in Rs,3.67,3.67,3.19,3.94,3.00,-10.52,-14.53,0.82,-2.84,-1.26,-5.15,7.34,7.68
Dividend Payout %,0%,0%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
