Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,37,46,79,53,62,92,149,55,70,219,440,974,809
Expenses+,33,46,58,48,50,76,87,47,65,146,259,591,498
Operating Profit,5,1,21,4,11,17,63,7,5,73,181,382,311
OPM %,12%,1%,27%,8%,18%,18%,42%,14%,7%,33%,41%,39%,38%
Other Income+,5,4,3,5,4,3,2,3,5,9,17,58,95
Interest,2,2,2,2,2,5,3,1,2,4,2,19,12
Depreciation,2,2,2,4,4,4,5,5,5,6,10,15,21
Profit before tax,6,0,20,3,9,11,57,4,3,72,186,406,373
Tax %,15%,25%,21%,21%,20%,-19%,-3%,36%,21%,30%,30%,26%,
Net Profit+,5,0,16,2,7,13,59,3,3,50,130,299,271
EPS in Rs,0.53,0.01,2.04,0.30,0.93,1.73,7.62,0.39,0.25,5.38,15.22,31.04,27.46
Dividend Payout %,19%,"1,103%",17%,33%,16%,17%,5%,26%,40%,4%,7%,6%,
