Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,55,159,133,168,335,640,463,335,333,311,302,362,320
Expenses+,38,109,111,119,245,502,396,269,291,280,236,261,239
Operating Profit,17,50,22,49,90,138,67,66,42,30,66,101,81
OPM %,31%,31%,16%,29%,27%,22%,14%,20%,13%,10%,22%,28%,25%
Other Income+,5,0,9,10,36,30,4,9,10,18,9,14,16
Interest,20,37,15,11,52,109,60,41,29,14,27,37,40
Depreciation,3,9,8,8,9,10,12,10,11,12,11,11,11
Profit before tax,-0,4,7,40,67,49,-2,25,12,22,36,67,45
Tax %,635%,48%,56%,26%,-21%,16%,200%,38%,88%,47%,45%,31%,
Net Profit+,-1,2,6,30,80,41,-7,15,1,12,20,46,28
EPS in Rs,-0.53,0.29,1.11,5.55,15.09,6.92,-1.02,2.93,0.31,2.20,3.55,8.14,4.18
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
