Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,116","1,129","1,148","1,239","1,336","1,567","1,422","1,533","1,958","2,332","2,768","3,213","3,379"
Expenses+,951,"1,027","1,002","1,096","1,157","1,405","1,300","1,354","1,686","1,966","2,340","2,601","2,718"
Operating Profit,165,102,146,144,179,161,122,178,272,366,428,611,660
OPM %,15%,9%,13%,12%,13%,10%,9%,12%,14%,16%,15%,19%,20%
Other Income+,9,53,11,32,18,10,25,9,5,14,32,43,55
Interest,19,8,3,2,2,4,3,4,5,13,21,26,26
Depreciation,32,34,35,33,28,29,33,34,48,56,76,94,99
Profit before tax,122,113,119,141,167,138,111,150,224,311,363,534,590
Tax %,26%,22%,25%,31%,30%,50%,31%,24%,32%,24%,25%,27%,
Net Profit+,90,88,90,97,117,69,77,114,152,236,271,392,433
EPS in Rs,6.28,6.13,6.29,6.80,8.17,4.83,5.36,7.95,10.66,16.47,18.98,27.39,30.25
Dividend Payout %,16%,24%,37%,66%,61%,83%,187%,13%,94%,67%,53%,40%,
