Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,121,95,67,64,68,75,60,54,76,70,86,99,105
Expenses+,118,95,66,60,65,73,59,51,69,60,85,98,106
Operating Profit,2,-0,1,3,3,2,1,3,7,9,2,1,-1
OPM %,2%,-0%,1%,5%,4%,3%,2%,5%,9%,13%,2%,1%,-1%
Other Income+,1,4,3,1,2,2,2,2,2,2,2,3,4
Interest,3,3,3,3,3,3,3,3,2,2,2,2,2
Depreciation,0,0,0,0,0,0,0,0,0,0,1,0,0
Profit before tax,1,0,-0,1,1,1,0,1,6,9,1,1,1
Tax %,50%,-7%,300%,32%,41%,37%,62%,26%,30%,25%,23%,34%,
Net Profit+,0,0,-0,1,1,1,0,1,4,7,1,1,0
EPS in Rs,0.38,0.20,-0.04,0.15,0.08,0.07,0.00,0.10,0.38,0.63,0.07,0.08,0.03
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
