Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,942,"1,017","1,192","1,252","1,410","1,785","1,714",619,"1,290","2,082","2,245","2,178","2,101"
Expenses+,860,938,"1,082","1,117","1,214","1,558","1,418",683,"1,143","1,765","2,047","2,090","2,043"
Operating Profit,82,79,110,134,196,227,296,-64,147,317,198,88,58
OPM %,9%,8%,9%,11%,14%,13%,17%,-10%,11%,15%,9%,4%,3%
Other Income+,18,7,3,7,9,8,-36,48,36,-16,37,19,23
Interest,4,3,3,3,2,4,25,31,26,31,59,79,71
Depreciation,17,18,14,14,13,17,87,78,70,74,99,119,121
Profit before tax,80,65,95,126,190,215,148,-125,86,197,77,-91,-112
Tax %,28%,29%,30%,32%,33%,32%,25%,-22%,22%,22%,29%,-25%,
Net Profit+,58,47,66,85,127,145,112,-97,67,152,54,-69,-86
EPS in Rs,4.08,3.30,4.70,6.03,8.97,10.28,7.91,-6.90,4.73,10.75,3.83,-4.84,-6.05
Dividend Payout %,42%,45%,43%,40%,33%,31%,40%,0%,53%,42%,52%,0%,
