Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,15,26,53,5,141,38,82,29,74,51,102,119,158
Expenses+,2,2,3,3,3,3,12,3,4,4,4,5,24
Operating Profit,13,25,51,3,138,35,70,26,70,47,98,114,134
OPM %,89%,94%,95%,54%,98%,92%,86%,89%,95%,93%,96%,96%,85%
Other Income+,-0,0,0,0,0,0,0,0,1,0,0,-14,0
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,13,25,51,3,138,35,70,26,71,47,98,100,134
Tax %,2%,0%,1%,-107%,12%,2%,-2%,29%,29%,21%,23%,32%,
Net Profit+,13,25,50,7,121,34,72,18,51,37,76,69,101
EPS in Rs,11.76,22.61,45.93,6.35,111.26,31.62,66.09,16.79,46.63,33.99,69.47,62.93,92.96
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
