Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"8,807","9,696","8,004","2,688","8,909","10,926","13,135","13,900","14,644","18,154","25,830","33,196","36,160"
Expenses+,"5,991","6,542","7,029","2,377","4,490","5,147","6,588","6,807","7,210","8,597","11,389","14,269","15,982"
Operating Profit,"2,815","3,154",975,311,"4,419","5,778","6,547","7,093","7,434","9,558","14,441","18,928","20,178"
OPM %,32%,33%,12%,12%,50%,53%,50%,51%,51%,53%,56%,57%,56%
Other Income+,29,123,"1,538",1,0,21,1,60,92,221,256,262,422
Interest,"1,896","2,103",976,0,"2,655","3,587","4,592","4,608","4,328","5,778","9,249","12,494","13,626"
Depreciation,159,171,163,17,70,78,150,145,154,176,248,296,313
Profit before tax,789,"1,003","1,374",295,"1,695","2,135","1,806","2,400","3,044","3,824","5,200","6,400","6,662"
Tax %,34%,32%,27%,30%,34%,34%,36%,27%,26%,26%,26%,26%,
Net Profit+,518,684,"1,181",538,"1,127","1,415","1,165","1,764","2,239","2,810","3,851","4,740","4,929"
EPS in Rs,16.66,22.68,55.47,24.26,29.32,37.12,29.34,43.93,54.49,68.71,94.39,115.76,118.67
Dividend Payout %,12%,9%,9%,1%,4%,3%,2%,1%,1%,1%,1%,1%,
