Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,269,275,228,190,195,263,260,204,176,204,163,142,135
Expenses+,593,567,307,727,318,275,299,274,261,298,274,268,260
Operating Profit,-324,-292,-79,-537,-123,-12,-39,-70,-85,-94,-110,-125,-125
OPM %,-120%,-106%,-34%,-283%,-63%,-5%,-15%,-35%,-49%,-46%,-68%,-88%,-93%
Other Income+,353,40,-136,47,48,245,271,58,702,57,"2,735",62,61
Interest,262,291,53,62,66,67,65,84,74,69,68,70,67
Depreciation,13,12,10,11,10,9,10,10,10,9,8,7,7
Profit before tax,-246,-556,-278,-562,-151,156,157,-105,533,-115,"2,548",-140,-139
Tax %,8%,0%,0%,-3%,-0%,0%,1%,4%,0%,7%,-0%,2%,
Net Profit+,-265,-557,-278,-544,-151,155,156,-110,533,-123,"2,551",-143,-142
EPS in Rs,-3.48,-4.63,-2.31,-4.52,-1.26,4.36,4.38,-3.09,14.97,-3.46,71.73,-4.02,-3.99
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
