Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,176,222,276,241,294,228,252,253,354,246,243,622,685
Expenses+,170,214,253,217,261,202,216,202,273,184,159,525,567
Operating Profit,6,8,23,24,34,25,36,51,81,62,84,97,118
OPM %,4%,3%,8%,10%,11%,11%,14%,20%,23%,25%,35%,16%,17%
Other Income+,27,24,32,36,27,27,4,23,5,2,79,47,47
Interest,5,13,12,10,10,15,17,18,23,30,51,57,57
Depreciation,10,17,17,19,23,26,30,28,28,26,42,43,44
Profit before tax,18,2,26,31,27,10,-7,28,36,8,70,44,62
Tax %,11%,117%,36%,30%,42%,35%,45%,5%,9%,18%,10%,68%,
Net Profit+,17,-0,17,22,16,7,-10,26,32,6,63,14,29
EPS in Rs,10.64,-0.25,10.89,14.23,10.45,4.49,-6.71,17.20,21.37,3.65,40.88,8.31,17.72
Dividend Payout %,56%,-665%,24%,19%,25%,37%,-30%,17%,14%,33%,10%,36%,
