Metric,Mar 2011,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,361,276,335,284,222,285,362,425,467,611,546,452,486
Expenses+,349,256,305,238,198,259,323,363,374,545,479,440,475
Operating Profit,12,19,31,46,24,26,38,62,93,66,67,12,11
OPM %,3%,7%,9%,16%,11%,9%,11%,15%,20%,11%,12%,3%,2%
Other Income+,80,9,9,1,10,0,1,0,2,3,2,8,9
Interest,28,18,21,25,21,36,42,36,32,28,30,34,34
Depreciation,11,10,11,12,13,13,15,15,16,16,16,16,16
Profit before tax,54,0,7,10,-1,-24,-17,12,47,26,22,-31,-29
Tax %,20%,"1,559%",37%,42%,395%,-26%,-52%,32%,-28%,192%,35%,19%,
Net Profit+,43,-3,4,6,-4,-18,-8,8,60,-23,14,-37,-35
EPS in Rs,2.49,-0.19,0.26,0.35,-0.25,-1.02,-0.42,0.44,3.20,-1.25,0.77,-1.70,-1.63
Dividend Payout %,0%,0%,78%,0%,0%,0%,0%,45%,6%,-8%,26%,0%,
