Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,881,"1,106","1,166","1,356","1,135","1,409","1,154",591,924,"1,822","2,196","2,399","2,504"
Expenses+,850,"1,036","1,079","1,246","1,090","1,335","1,142",660,965,"1,740","2,017","2,164","2,248"
Operating Profit,32,69,87,110,45,74,12,-69,-41,82,179,235,255
OPM %,4%,6%,7%,8%,4%,5%,1%,-12%,-4%,4%,8%,10%,10%
Other Income+,5,5,6,4,3,4,5,5,6,3,5,6,8
Interest,6,6,5,6,11,16,15,23,22,25,30,30,24
Depreciation,13,20,20,24,28,38,41,46,44,42,48,48,50
Profit before tax,18,49,68,84,9,24,-38,-133,-100,17,106,162,190
Tax %,2%,24%,25%,25%,10%,20%,-45%,0%,-1%,-15%,-1%,25%,
Net Profit+,17,37,51,63,8,20,-21,-133,-100,20,108,122,141
EPS in Rs,12.02,25.53,35.35,43.54,5.87,13.52,-14.55,-92.24,-68.94,13.71,74.55,84.08,97.78
Dividend Payout %,25%,24%,23%,18%,26%,22%,0%,0%,0%,0%,21%,21%,
