Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,362,384,388,325,393,483,385,444,577,647,778,827,829
Expenses+,322,345,344,293,354,433,349,389,504,562,664,697,699
Operating Profit,40,39,43,31,39,50,37,56,73,85,115,130,131
OPM %,11%,10%,11%,10%,10%,10%,9%,13%,13%,13%,15%,16%,16%
Other Income+,12,9,4,11,18,18,12,33,18,20,71,35,35
Interest,19,19,18,16,14,16,16,13,12,11,13,14,14
Depreciation,10,10,15,12,14,18,19,23,23,24,26,32,32
Profit before tax,22,19,14,14,28,34,14,52,56,70,147,119,121
Tax %,12%,26%,32%,15%,18%,23%,10%,24%,20%,21%,25%,21%,
Net Profit+,19,14,10,12,23,26,12,39,45,56,110,94,96
EPS in Rs,3.13,2.29,1.57,1.98,3.71,4.28,1.98,6.34,7.28,9.01,17.82,15.30,15.56
Dividend Payout %,56%,74%,19%,15%,8%,8%,5%,6%,7%,6%,4%,5%,
