Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,592","1,698","1,198","1,392","1,616","1,593","1,292","1,533","2,302","3,447","2,228","2,542","2,559"
Expenses+,"2,359","1,728","1,191","1,313","1,592","1,595","1,294","1,398","2,056","3,115","2,124","2,415","2,437"
Operating Profit,233,-30,7,79,24,-2,-2,135,247,332,104,127,122
OPM %,9%,-2%,1%,6%,1%,-0%,-0%,9%,11%,10%,5%,5%,5%
Other Income+,12,18,-69,36,47,18,12,7,29,14,-7,44,48
Interest,97,104,109,90,94,123,104,108,100,89,76,68,62
Depreciation,42,18,18,21,22,23,32,31,9,10,10,12,12
Profit before tax,106,-135,-190,4,-45,-130,-125,3,166,249,12,92,96
Tax %,5%,0%,0%,0%,0%,0%,0%,0%,2%,25%,53%,30%,
Net Profit+,100,-135,-190,4,-45,-130,-125,3,162,185,6,64,68
EPS in Rs,6.21,-8.36,-11.77,0.22,-2.78,-8.06,-7.78,0.18,10.08,11.50,0.35,3.99,4.20
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
