Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"5,748","6,634","6,866","6,334","6,367","5,719","4,113","3,117","3,397","1,387",992,958,959
Expenses+,"5,610","6,478","6,680","6,160","6,264","5,576","4,171","3,200","3,386","1,403",996,"1,045","1,097"
Operating Profit,138,156,186,175,103,143,-58,-83,11,-16,-3,-87,-138
OPM %,2%,2%,3%,3%,2%,2%,-1%,-3%,0%,-1%,-0%,-9%,-14%
Other Income+,10,9,-2,21,13,81,166,76,43,41,45,6,76
Interest,53,54,75,78,45,59,50,43,32,13,6,6,8
Depreciation,2,2,3,3,3,3,3,3,3,2,2,2,2
Profit before tax,93,109,106,115,68,162,55,-54,19,9,33,-89,-72
Tax %,32%,32%,37%,34%,19%,24%,37%,4%,24%,44%,3%,6%,
Net Profit+,63,74,67,76,55,124,35,-56,15,5,32,-94,-78
EPS in Rs,10.58,12.45,11.23,12.68,9.27,20.70,5.82,-9.43,2.46,0.87,5.44,-15.95,-13.07
Dividend Payout %,6%,16%,13%,12%,8%,2%,0%,0%,0%,0%,0%,0%,
