Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,509,558,489,534,721,892,"1,049","1,187","1,412","1,682","1,454","1,667","1,715"
Expenses+,446,474,397,502,705,819,914,"1,000","1,254","1,468","1,284","1,447","1,537"
Operating Profit,63,84,92,32,16,73,135,187,158,213,170,220,178
OPM %,12%,15%,19%,6%,2%,8%,13%,16%,11%,13%,12%,13%,10%
Other Income+,9,9,-1,14,12,14,3,5,33,-4,-142,-203,-160
Interest,25,24,24,31,32,41,48,42,41,66,70,111,92
Depreciation,12,16,17,22,27,29,33,44,56,63,56,64,70
Profit before tax,35,53,50,-6,-31,17,58,105,94,80,-99,-158,-145
Tax %,18%,-4%,28%,-26%,-22%,82%,49%,38%,36%,50%,6%,0%,
Net Profit+,29,55,36,-4,-24,3,30,65,60,40,-105,-158,-134
EPS in Rs,2.71,5.11,3.30,-0.96,-2.18,0.04,2.23,3.56,3.45,2.96,-4.94,-7.40,-6.12
Dividend Payout %,12%,8%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
