Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,416,483,519,528,578,628,646,476,599,725,753,801,825
Expenses+,396,453,478,489,535,578,617,457,577,694,715,767,797
Operating Profit,20,30,40,38,43,50,28,19,22,31,37,35,28
OPM %,5%,6%,8%,7%,7%,8%,4%,4%,4%,4%,5%,4%,3%
Other Income+,6,7,6,6,8,8,9,28,42,643,63,85,68
Interest,3,4,3,3,5,3,3,2,3,5,3,3,3
Depreciation,3,6,7,12,15,15,14,13,13,13,13,8,9
Profit before tax,20,26,36,29,30,39,19,32,48,657,84,108,83
Tax %,37%,39%,36%,36%,40%,38%,37%,-44%,13%,3%,25%,25%,
Net Profit+,12,16,23,19,18,24,12,46,42,640,63,82,66
EPS in Rs,15.95,20.81,29.19,24.13,12.86,17.25,8.72,32.87,29.43,452.72,44.47,57.79,46.90
Dividend Payout %,25%,22%,17%,21%,39%,29%,34%,18%,34%,2%,22%,17%,
