Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,120","3,254","1,591","1,702","1,720","1,772","1,532","1,526","2,051","2,312","2,328","2,505","2,555"
Expenses+,"2,908","3,031","1,386","1,492","1,502","1,539","1,342","1,385","1,882","2,109","2,023","2,192","2,226"
Operating Profit,212,223,205,211,219,233,189,141,169,202,305,313,329
OPM %,7%,7%,13%,12%,13%,13%,12%,9%,8%,9%,13%,12%,13%
Other Income+,70,64,63,56,51,51,51,49,37,37,51,50,46
Interest,24,23,5,5,4,7,15,12,14,18,22,27,29
Depreciation,35,46,24,26,27,30,52,55,57,57,59,60,62
Profit before tax,222,218,240,236,238,247,173,123,136,164,274,276,285
Tax %,30%,30%,32%,34%,31%,35%,32%,33%,35%,35%,27%,29%,
Net Profit+,156,152,164,155,165,197,155,115,134,168,236,259,258
EPS in Rs,9.09,8.89,9.58,9.05,9.66,11.65,9.43,7.04,8.05,10.05,14.02,15.55,15.50
Dividend Payout %,27%,34%,35%,52%,69%,63%,80%,85%,81%,75%,61%,55%,
