Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,952","2,780","3,191","4,000","6,502","1,508",685,314,194,197,213,255,269
Expenses+,"1,417","2,057","2,370","3,054","5,495","1,530",661,286,176,179,186,231,242
Operating Profit,535,723,821,946,"1,007",-22,24,28,18,19,26,24,27
OPM %,27%,26%,26%,24%,15%,-1%,3%,9%,9%,9%,12%,9%,10%
Other Income+,6,6,6,5,34,82,83,70,2,1,3,4,5
Interest,78,75,56,50,10,-0,-0,-0,-0,2,8,2,1
Depreciation,181,165,164,73,7,9,15,15,15,16,16,17,17
Profit before tax,282,489,606,828,"1,024",51,92,83,5,3,6,10,14
Tax %,38%,34%,35%,36%,34%,51%,22%,24%,100%,63%,26%,33%,
Net Profit+,175,322,395,531,680,25,71,63,-0,1,4,6,10
EPS in Rs,1.74,3.20,3.73,5.02,6.43,0.24,0.67,0.59,-0.00,0.01,0.04,0.06,0.09
Dividend Payout %,7%,4%,17%,20%,4%,105%,37%,17%,,530%,122%,-0%,
