Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,113,139,218,287,341,406,380,353,362,311,298,301,305
Expenses+,98,117,187,223,245,286,269,257,261,204,188,211,212
Operating Profit,15,22,31,64,96,120,111,96,101,107,109,90,94
OPM %,13%,16%,14%,22%,28%,30%,29%,27%,28%,34%,37%,30%,31%
Other Income+,2,2,2,2,1,4,2,6,3,4,5,7,6
Interest,2,2,3,12,18,22,22,33,27,34,43,40,39
Depreciation,8,11,12,25,33,36,44,48,48,56,54,55,56
Profit before tax,6,11,18,30,46,66,46,22,28,21,17,2,5
Tax %,40%,25%,11%,20%,28%,11%,-2%,88%,50%,38%,23%,79%,
Net Profit+,4,8,16,24,33,59,46,3,14,13,13,0,-0
EPS in Rs,1.08,2.30,4.50,4.42,5.85,9.46,7.11,0.37,1.80,1.54,1.46,0.07,0.00
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
