Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2024,Mar 2025,TTM
Sales+,365,371,388,408,442,458,513,526,448,661,"1,074","1,123","1,117"
Expenses+,331,344,360,366,411,423,468,484,425,601,955,"1,019","1,032"
Operating Profit,34,27,28,42,31,35,46,42,22,61,119,104,85
OPM %,9%,7%,7%,10%,7%,8%,9%,8%,5%,9%,11%,9%,8%
Other Income+,4,-8,34,3,9,10,10,9,-17,14,19,7,17
Interest,1,2,1,2,2,6,11,10,8,6,6,6,3
Depreciation,12,12,13,12,11,10,10,11,11,11,16,18,19
Profit before tax,24,4,48,32,27,28,36,31,-14,58,117,87,79
Tax %,31%,216%,33%,29%,34%,34%,31%,14%,-26%,22%,26%,31%,
Net Profit+,17,-5,32,22,18,18,25,26,-10,45,86,60,55
EPS in Rs,12.41,-3.76,23.43,16.47,13.13,13.54,18.05,19.21,-7.63,33.21,63.58,34.51,31.34
Dividend Payout %,48%,-133%,21%,30%,38%,37%,36%,34%,0%,38%,39%,58%,
