Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,887,"1,048","1,165","1,167","1,014","1,119",890,437,504,146,146,172,179
Expenses+,787,956,"1,079","1,058",941,"1,014",793,420,478,179,178,202,209
Operating Profit,100,92,86,110,73,106,96,16,26,-33,-32,-29,-29
OPM %,11%,9%,7%,9%,7%,9%,11%,4%,5%,-23%,-22%,-17%,-16%
Other Income+,26,90,47,55,49,37,35,25,142,56,69,183,191
Interest,16,16,28,22,18,18,17,14,13,7,10,7,4
Depreciation,40,38,56,66,72,75,90,33,32,8,8,9,8
Profit before tax,70,129,49,75,32,49,24,-6,123,8,19,138,149
Tax %,38%,34%,34%,34%,30%,18%,-6%,27%,7%,-93%,-56%,-1%,
Net Profit+,43,85,32,50,22,40,26,-7,114,15,30,139,144
EPS in Rs,2.12,2.75,1.19,2.40,1.14,2.31,1.44,-0.12,8.14,0.95,1.91,8.86,9.17
Dividend Payout %,21%,16%,42%,0%,44%,22%,56%,-401%,12%,53%,26%,6%,
