Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,177,191,207,158,639,934,769,752,"1,140","1,462","1,563","1,525","1,505"
Expenses+,143,154,175,136,509,759,637,623,931,"1,189","1,270","1,229","1,218"
Operating Profit,34,37,32,23,130,175,132,129,209,273,293,296,286
OPM %,19%,19%,15%,14%,20%,19%,17%,17%,18%,19%,19%,19%,19%
Other Income+,6,6,8,7,4,8,19,20,16,12,22,23,25
Interest,4,4,9,6,13,32,38,32,28,30,42,60,64
Depreciation,17,18,16,12,46,58,60,65,68,79,83,93,96
Profit before tax,19,20,14,12,74,93,53,52,129,177,189,166,151
Tax %,25%,29%,28%,12%,18%,29%,21%,11%,29%,28%,29%,26%,
Net Profit+,14,14,10,10,61,66,42,46,91,128,135,122,111
EPS in Rs,2.87,2.98,2.11,2.16,12.57,13.56,8.68,9.54,18.84,26.49,27.96,25.24,22.97
Dividend Payout %,13%,21%,18%,17%,20%,18%,29%,26%,16%,11%,14%,16%,
