Metric,Mar 2013,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,13.16,14.12,12.08,16.43,23.31,25.47,34.97,25.49,24.43,43.76,54.76,63.42,57.43
Expenses+,12.72,13.62,11.60,15.57,22.17,24.30,33.57,24.39,21.24,36.02,44.38,52.82,50.59
Operating Profit,0.44,0.50,0.48,0.86,1.14,1.17,1.40,1.10,3.19,7.74,10.38,10.60,6.84
OPM %,3.34%,3.54%,3.97%,5.23%,4.89%,4.59%,4.00%,4.32%,13.06%,17.69%,18.96%,16.71%,11.91%
Other Income+,0.00,0.04,0.03,0.01,0.00,0.00,0.11,0.23,0.17,0.19,1.86,1.22,3.49
Interest,0.19,0.20,0.33,0.39,0.34,0.24,0.47,0.59,0.94,1.27,1.78,1.76,0.92
Depreciation,0.21,0.30,0.23,0.15,0.22,0.23,0.36,0.48,1.86,2.89,3.21,2.31,1.95
Profit before tax,0.04,0.04,-0.05,0.33,0.58,0.70,0.68,0.26,0.56,3.77,7.25,7.75,7.46
Tax %,175.00%,-50.00%,-20.00%,36.36%,24.14%,8.57%,47.06%,69.23%,80.36%,33.16%,26.90%,24.77%,
Net Profit+,-0.05,0.06,-0.03,0.21,0.44,0.64,0.37,0.08,0.12,2.52,5.30,5.84,4.94
EPS in Rs,,,,0.06,0.03,0.04,0.02,0.01,0.01,0.16,0.34,0.34,0.29
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
