Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,421,486,511,589,484,546,458,404,342,372,490,388,404
Expenses+,386,437,524,561,487,527,441,392,345,343,458,360,367
Operating Profit,36,49,-13,28,-2,20,18,11,-3,29,33,28,37
OPM %,8%,10%,-2%,5%,-0%,4%,4%,3%,-1%,8%,7%,7%,9%
Other Income+,7,-14,-87,1,42,7,10,5,5,-14,-9,15,16
Interest,26,23,21,25,19,18,14,11,8,8,11,9,7
Depreciation,11,12,13,15,7,5,8,7,5,6,5,5,6
Profit before tax,5,1,-133,-10,14,4,6,-1,-12,2,9,28,40
Tax %,13%,-208%,3%,36%,15%,83%,56%,204%,15%,262%,58%,-12%,
Net Profit+,4,3,-137,-14,12,1,2,-3,-13,-3,4,32,39
EPS in Rs,1.13,-0.32,-48.73,-8.18,3.31,0.20,0.61,-0.72,-3.37,-0.64,0.92,8.01,9.84
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
